|sentence_text|sentence_number|paragraph_number|title|publication_date|genre
14132|"Ma'm'selle Salsafette""! 1775845"|1|67|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14133|here cried a dozen voices at once. 1775868|2|67|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14134|"""What are you about? 1775902"|3|67|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14135|–forbear! 1775922|4|67|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14136|–that is sufficient! 1775931|5|67|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14137|–we see, very plainly, how it is done! 1775951|6|67|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14138|–hold! 1775989|7|67|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14139|"hold""! 1775995"|8|67|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14140|and several persons were already leaping from their seats to withhold Ma'm'selle Salsafette from putting herself upon a par with the Medicean Venus, when the point was very effectually and suddenly accomplished by a series of loud screams, or yells, from some portion of the main body of the chateau. 1776001|9|67|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14141|My nerves were very much affected, indeed, by these yells; but the rest of the company I really pitied. 1776301|0|68|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14142|I never saw any set of reasonable people so thoroughly frightened in my life. 1776404|1|68|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14143|They all grew as pale as so many corpses, and, shrinking within their seats, sat quivering and gibbering with terror, and listening for a repetition of the sound. 1776481|2|68|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14144|It came again–louder and seemingly nearer–and then a third time very loud, and then a fourth time with a vigor evidently diminished. 1776643|3|68|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14145|At this apparent dying away of the noise, the spirits of the company were immediately regained, and all was life and anecdote as before. 1776775|4|68|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14146|I now ventured to inquire the cause of the disturbance. 1776911|5|68|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14147|"""A mere bagtelle,"" said Monsieur Maillard. 1776966"|0|69|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14148|"""We are used to these things, and care really very little about them. 1777008"|1|69|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14149|The lunatics, every now and then, get up a howl in concert; one starting another, as is sometimes the case with a bevy of dogs at night. 1777077|2|69|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14150|"It occasionally happens, however, that the concerto yells are succeeded by a simultaneous effort at breaking loose, when, of course, some little danger is to be apprehended"". 1777213"|3|69|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14151|Presently a smart footman in livery brought in a tray with fruit, wine, and other refreshments, of which I partook, the lady soon afterward leaving the room. 1777387|0|7|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14152|As she departed I turned my eyes in an inquiring manner toward my host. 1777544|1|7|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14153|"""And how many have you in charge""? 1777615"|0|70|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14154|"""At present we have not more than ten, altogether"". 1777649"|0|71|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14155|"""Principally females, I presume""? 1777700"|0|72|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14156|"""Oh, no–every one of them men, and stout fellows, too, I can tell you"". 1777733"|0|73|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14157|"""Indeed! 1777804"|0|74|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14158|"I have always understood that the majority of lunatics were of the gentler sex"". 1777812"|1|74|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14159|"""It is generally so, but not always. 1777892"|0|75|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14160|"Some time ago, there were about twenty-seven patients here; and, of that number, no less than eighteen were women; but, lately, matters have changed very much, as you see"". 1777928"|1|75|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14161|"""Yes–have changed very much, as you see,"" here interrupted the gentleman who had broken the shins of Ma'm'selle Laplace. 1778100"|0|76|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14162|"""Yes–have changed very much, as you see""! 1778220"|0|77|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14163|chimed in the whole company at once. 1778261|1|77|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14164|"""Hold your tongues, every one of you""! 1778297"|0|78|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14165|said my host, in a great rage. 1778335|1|78|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14166|Whereupon the whole company maintained a dead silence for nearly a minute. 1778365|2|78|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14167|As for one lady, she obeyed Monsieur Maillard to the letter, and thrusting out her tongue, which was an excessively long one, held it very resignedly, with both hands, until the end of the entertainment. 1778439|3|78|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14168|"""And this gentlewoman,"" said I, to Monsieur Maillard, bending over and addressing him in a whisper–""this good lady who has just spoken, and who gives us the cock-a-doodle-de-doo–she, I presume, is harmless–quite harmless, eh""? 1778642"|0|79|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14169|"""No,"" he said, ""oh, no–a member of my family–my niece, and a most accomplished woman"". 1778868"|0|8|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14170|"""Harmless""! 1778954"|0|80|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14171|"ejaculated he, in unfeigned surprise, ""why–why, what can you mean""? 1778965"|1|80|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14172|"""Only slightly touched""? 1779032"|0|81|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14173|said I, touching my head. 1779056|1|81|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14174|"""I take it for granted that she is not particularly not dangerously affected, eh""? 1779081"|2|81|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14175|"""Mon dieu! 1779163"|0|82|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14176|what is it you imagine? 1779173|1|82|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14177|This lady, my particular old friend Madame Joyeuse, is as absolutely sane as myself. 1779196|2|82|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14178|"She has her little eccentricities, to be sure–but then, you know, all old women–all very old women–are more or less eccentric""! 1779280"|3|82|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14179|"""Are my friends and keepers,"" interupted Monsieur Maillard, drawing himself up with hauteur,–""my very good friends and assistants"". 1779407"|0|84|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14180|"""What! 1779538"|0|85|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14181|"all of them""? 1779544"|1|85|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14182|"I asked,–""the women and all""? 1779557"|2|85|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14183|"""Assuredly,"" he said,–""we could not do at all without the women; they are the best lunatic nurses in the world; they have a way of their own, you know; their bright eyes have a marvellous effect;- something like the fascination of the snake, you know"". 1779586"|0|86|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14184|"""To be sure,"" said I,–""to be sure! 1779838"|0|87|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14185|They behave a little odd, eh? 1779872|1|87|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14186|- they are a little queer, eh? 1779901|2|87|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14187|"–don't you think so""? 1779931"|3|87|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14188|"""Odd! 1779952"|0|88|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14189|–queer! 1779957|1|88|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14190|–why, do you really think so? 1779964|2|88|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14191|"""To be sure,"" said I,–""to be sure"". 1779993"|0|89|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14192|"""I beg a thousand pardons for the suspicion,"" I replied, ""but of course you will know how to excuse me. 1780028"|0|9|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14193|"And then, perhaps, this Clos de Vougeot is a little heady, you know- a little strong–you understand, eh""? 1780131"|0|90|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14194|"""To be sure,"" said I,–""to be sure. 1780236"|0|91|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14195|"By the bye, Monsieur, did I understand you to say that the system you have adopted, in place of the celebrated soothing system, was one of very rigorous severity""? 1780270"|1|91|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14196|"""By no means. 1780433"|0|92|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14197|"Our confinement is necessarily close; but the treatment–the medical treatment, I mean–is rather agreeable to the patients than otherwise"". 1780446"|1|92|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14198|"""And the new system is one of your own invention""? 1780584"|0|93|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14199|"""Not altogether. 1780634"|0|94|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14200|"Some portions of it are referable to Professor Tarr, of whom you have, necessarily, heard; and, again, there are modifications in my plan which I am happy to acknowledge as belonging of right to the celebrated Fether, with whom, if I mistake not, you have the honor of an intimate acquaintance"". 1780650"|1|94|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14201|"""I am quite ashamed to confess,"" I replied, ""that I have never even heard the names of either gentleman before"". 1780945"|0|95|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14202|"""Good heavens""! 1781057"|0|96|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14203|ejaculated my host, drawing back his chair abruptly, and uplifting his hands. 1781072|1|96|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14204|"""I surely do not hear you aright! 1781149"|2|96|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14205|You did not intend to say, eh? 1781182|3|96|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14206|"that you had never heard either of the learned Doctor Tarr, or of the celebrated Professor Fether""? 1781212"|4|96|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14207|"""I am forced to acknowledge my ignorance,"" I replied; ""but the truth should be held inviolate above all things. 1781311"|0|97|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14208|Nevertheless, I feel humbled to the dust, not to be acquainted with the works of these, no doubt, extraordinary men. 1781422|1|97|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14209|I will seek out their writings forthwith, and peruse them with deliberate care. 1781538|2|97|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14210|"Monsieur Maillard, you have really–I must confess it–you have really–made me ashamed of myself""! 1781617"|3|97|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14211|And this was the fact. 1781713|0|98|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14212|"""Say no more, my good young friend,"" he said kindly, pressing my hand,–""join me now in a glass of Sauterne"". 1781735"|0|99|The System Of Doctor Tarr And Professor Fether|1845-11-25 00:00:00|['Humor']
14213|OF course I shall not pretend to consider it any matter for wonder, that the extraordinary case of M. Valdemar has excited discussion. 1781843|0|0|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14214|It would have been a miracle had it not-especially under the circumstances. 1781977|1|0|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14215|Through the desire of all parties concerned, to keep the affair from the public, at least for the present, or until we had farther opportunities for investigation --through our endeavors to effect this --a garbled or exaggerated account made its way into society, and became the source of many unpleasant misrepresentations, and, very naturally, of a great deal of disbelief. 1782052|2|0|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14216|It is now rendered necessary that I give the facts --as far as I comprehend them myself. 1782427|0|1|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14217|After pressing Valdemar's hand, I took these gentlemen aside, and obtained from them a minute account of the patient's condition. 1782515|0|10|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14218|The left lung had been for eighteen months in a semi-osseous or cartilaginous state, and was, of course, entirely useless for all purposes of vitality. 1782644|1|10|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14219|The right, in its upper portion, was also partially, if not thoroughly, ossified, while the lower region was merely a mass of purulent tubercles, running one into another. 1782795|2|10|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14220|Several extensive perforations existed; and, at one point, permanent adhesion to the ribs had taken place. 1782966|3|10|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14221|These appearances in the right lobe were of comparatively recent date. 1783072|4|10|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14222|The ossification had proceeded with very unusual rapidity; no sign of it had discovered a month before, and the adhesion had only been observed during the three previous days. 1783142|5|10|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14223|Independently of the phthisis, the patient was suspected of aneurism of the aorta; but on this point the osseous symptoms rendered an exact diagnosis impossible. 1783317|6|10|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14224|It was the opinion of both physicians that M. Valdemar would die about midnight on the morrow (Sunday). 1783478|7|10|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14225|It was then seven o'clock on Saturday evening. 1783581|8|10|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14226|On quitting the invalid's bed-side to hold conversation with myself, Doctors D-–and F-–had bidden him a final farewell. 1783627|0|11|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14227|It had not been their intention to return; but, at my request, they agreed to look in upon the patient about ten the next night. 1783746|1|11|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14228|When they had gone, I spoke freely with M. Valdemar on the subject of his approaching dissolution, as well as, more particularly, of the experiment proposed. 1783874|0|12|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14229|He still professed himself quite willing and even anxious to have it made, and urged me to commence it at once. 1784031|1|12|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14230|A male and a female nurse were in attendance; but I did not feel myself altogether at liberty to engage in a task of this character with no more reliable witnesses than these people, in case of sudden accident, might prove. 1784142|2|12|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14231|I therefore postponed operations until about eight the next night, when the arrival of a medical student with whom I had some acquaintance, (Mr. Theodore L--l,) relieved me from farther embarrassment. 1784365|3|12|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14232|It had been my design, originally, to wait for the physicians; but I was induced to proceed, first, by the urgent entreaties of M. Valdemar, and secondly, by my conviction that I had not a moment to lose, as he was evidently sinking fast. 1784565|4|12|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14233|Mr. L--l was so kind as to accede to my desire that he would take notes of all that occurred, and it is from his memoranda that what I now have to relate is, for the most part, either condensed or copied verbatim. 1784803|0|13|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14234|It wanted about five minutes of eight when, taking the patient's hand, I begged him to state, as distinctly as he could, to Mr. L--l, whether he (M. 1785016|0|14|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14235|Valdemar) was entirely willing that I should make the experiment of mesmerizing him in his then condition. 1785164|1|14|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14236|"He replied feebly, yet quite audibly, ""Yes, I wish to be ""I fear you have mesmerized"" --adding immediately afterwards, deferred it too long"". 1785270"|0|15|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14237|While he spoke thus, I commenced the passes which I had already found most effectual in subduing him. 1785411|0|16|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14238|He was evidently influenced with the first lateral stroke of my hand across his forehead; but although I exerted all my powers, no farther perceptible effect was induced until some minutes after ten o'clock, when Doctors D-–and F-- called, according to appointment. 1785512|1|16|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14239|I explained to them, in a few words, what I designed, and as they opposed no objection, saying that the patient was already in the death agony, I proceeded without hesitation --exchanging, however, the lateral passes for downward ones, and directing my gaze entirely into the right eye of the sufferer. 1785777|2|16|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14240|By this time his pulse was imperceptible and his breathing was stertorous, and at intervals of half a minute. 1786079|0|17|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14241|This condition was nearly unaltered for a quarter of an hour. 1786188|0|18|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14242|At the expiration of this period, however, a natural although a very deep sigh escaped the bosom of the dying man, and the stertorous breathing ceased --that is to say, its stertorousness was no longer apparent; the intervals were undiminished. 1786249|1|18|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14243|The patient's extremities were of an icy coldness. 1786493|2|18|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14244|At five minutes before eleven I perceived unequivocal signs of the mesmeric influence. 1786543|0|19|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14245|The glassy roll of the eye was changed for that expression of uneasy inward examination which is never seen except in cases of sleep-waking, and which it is quite impossible to mistake. 1786629|1|19|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14246|With a few rapid lateral passes I made the lids quiver, as in incipient sleep, and with a few more I closed them altogether. 1786814|2|19|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14247|I was not satisfied, however, with this, but continued the manipulations vigorously, and with the fullest exertion of the will, until I had completely stiffened the limbs of the slumberer, after placing them in a seemingly easy position. 1786938|3|19|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14248|The legs were at full length; the arms were nearly so, and reposed on the bed at a moderate distance from the loin. 1787175|4|19|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14249|The head was very slightly elevated. 1787290|5|19|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14250|My attention, for the last three years, had been repeatedly drawn to the subject of Mesmerism; and, about nine months ago it occurred to me, quite suddenly, that in the series of experiments made hitherto, there had been a very remarkable and most unaccountable omission: --no person had as yet been mesmerized in articulo mortis. 1787326|0|2|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14251|It remained to be seen, first, whether, in such condition, there existed in the patient any susceptibility to the magnetic influence; secondly, whether, if any existed, it was impaired or increased by the condition; thirdly, to what extent, or for how long a period, the encroachments of Death might be arrested by the process. 1787656|1|2|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14252|There were other points to be ascertained, but these most excited my curiosity --the last in especial, from the immensely important character of its consequences. 1787983|2|2|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14253|When I had accomplished this, it was fully midnight, and I requested the gentlemen present to examine M. Valdemar's condition. 1788145|0|20|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14254|After a few experiments, they admitted him to be an unusually perfect state of mesmeric trance. 1788271|1|20|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14255|The curiosity of both the physicians was greatly excited. 1788366|2|20|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14256|Dr. D-–resolved at once to remain with the patient all night, while Dr. F-–took leave with a promise to return at daybreak. 1788423|3|20|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14257|Mr. L--l and the nurses remained. 1788546|4|20|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14258|We left M. Valdemar entirely undisturbed until about three o'clock in the morning, when I approached him and found him in precisely the same condition as when Dr. F-–went away --that is to say, he lay in the same position; the pulse was imperceptible; the breathing was gentle (scarcely noticeable, unless through the application of a mirror to the lips); the eyes were closed naturally; and the limbs were as rigid and as cold as marble. 1788579|0|21|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14259|Still, the general appearance was certainly not that of death. 1789017|1|21|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14260|As I approached M. Valdemar I made a kind of half effort to influence his right arm into pursuit of my own, as I passed the latter gently to and fro above his person. 1789079|0|22|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14261|In such experiments with this patient had never perfectly succeeded before, and assuredly I had little thought of succeeding now; but to my astonishment, his arm very readily, although feebly, followed every direction I assigned it with mine. 1789245|1|22|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14262|I determined to hazard a few words of conversation. 1789487|2|22|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14263|"""M. 1789538"|0|23|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14264|"Valdemar,"" I said, ""are you asleep""? 1789541"|1|23|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14265|He made no answer, but I perceived a tremor about the lips, and was thus induced to repeat the question, again and again. 1789577|2|23|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14266|"""Yes; --asleep now. 1789698"|0|24|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14267|Do not wake me! 1789717|1|24|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14268|"--let me die so""! 1789732"|2|24|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14269|I here felt the limbs and found them as rigid as ever. 1789749|0|25|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14270|The right arm, as before, obeyed the direction of my hand. 1789803|1|25|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14271|"""Do you still feel pain in the breast, M. Valdemar""? 1789861"|0|26|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14272|"""No pain --I am dying"". 1789913"|0|28|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14273|I did not think it advisable to disturb him farther just then, and nothing more was said or done until the arrival of Dr. F--, who came a little before sunrise, and expressed unbounded astonishment at finding the patient still alive. 1789936|0|29|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14274|After feeling the pulse and applying a mirror to the lips, he requested me to speak to the sleep-waker again. 1790169|1|29|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14275|"In looking around me for some subject by whose means I might test these particulars, I was brought to think of my friend, M. Ernest Valdemar, the well-known compiler of the ""Bibliotheca Forensica,"" and author (under the nom de plume of Issachar Marx) of the Polish versions of ""WAllanstein"" and ""Gargantua"". 1790278"|0|3|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14276|M. Valdemar, who has resided principally at Harlaem, N.Y., since the year 1839, is (or was) particularly noticeable for the extreme spareness of his person --his lower limbs much resembling those of John Randolph; and, also, for the whiteness of his whiskers, in violent contrast to the blackness of his hair --the latter, in consequence, being very generally mistaken for a wig. 1790585|1|3|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14277|His temperament was markedly nervous, and rendered him a good subject for mesmeric experiment. 1790964|2|3|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14278|On two or three occasions I had put him to sleep with little difficulty, but was disappointed in other results which his peculiar constitution had naturally led me to anticipate. 1791058|3|3|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14279|His will was at no period positively, or thoroughly, under my control, and in regard to clairvoyance, I could accomplish with him nothing to be relied upon. 1791236|4|3|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14280|I always attributed my failure at these points to the disordered state of his health. 1791392|5|3|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
14281|For some months previous to my becoming acquainted with him, his physicians had declared him in a confirmed phthisis. 1791477|6|3|The Facts In The Case Of M. Valdemar|1845-12-25 00:00:00|['Horror', 'Science fiction', 'Hoax']
