sentence_text|sentence_number|paragraph_number|title|publication_date|genre
This was handed into the tent over the heads of the attendants, and consisted of the palpitating entrails of a specials of unknown animal, probably one of the slim-legged hogs which we had observed in our approach to the village.|4|253|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Seeing us at a loss how to proceed, he began, by way of setting us an example, to devour yard after yard of the enticing food, until we could positively stand it no longer, and evinced such manifest symptoms of rebellion of stomach as inspired his majesty with a degree of astonishment only inferior to that brought about by the looking-glasses.|5|253|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We declined, however, partaking of the delicacies before us, and endeavoured to make him understand that we had no appetite whatever, having just finished a hearty dejeuner.|6|253|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
When the monarch had made an end of his meal, we commenced a series of cross-questioning in every ingenious manner we could devise, with a view of discovering what were the chief productions of the country, and whether any of them might be turned to profit.|0|254|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
At length he seemed to have some idea of our meaning, and offered to accompany us to a part of coast where he assured us the biche de mer (pointing to a specimen of that animal) was to be found in great abundance.|1|254|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We were glad of this early opportunity of escaping from the oppression of the crowd, and signified our eagerness to proceed.|2|254|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We now left the tent, and, accompanied by the whole population of the village, followed the chief to the southeastern extremity of the island, nor far from the bay where our vessel lay at anchor.|3|254|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We waited here for about an hour, until the four canoes were brought around by some of the savages to our station.|4|254|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
the whole of our party then getting into one of them, we were paddled along the edge of the reef before mentioned, and of another still farther out, where we saw a far greater quantity of biche de mer than the oldest seamen among us had ever seen in those groups of the lower latitudes most celebrated for this article of commerce.|5|254|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We stayed near these reefs only long enough to satisfy ourselves that we could easily load a dozen vessels with the animal if necessary, when we were taken alongside the schooner, and parted with Too-wit, after obtaining from him a promise that he would bring us, in the course of twenty-four hours, as many of the canvass-back ducks and Gallipago tortoises as his canoes would hold.|6|254|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
In the whole of this adventure we saw nothing in the demeanour of the natives calculated to create suspicion, with the single exception of the systematic manner in which their party was strengthened during our route from the schooner to the village.|7|254|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The chief was as good as his word, and we were soon plentifully sup.|0|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
plied with fresh provisions.|1|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We found the tortoises as fine as we had ever seen, and the ducks surpassed our best species of wild fowl, being exceedingly tender, juicy, and well-flavoured.|2|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Besides these, the savages brought us, upon our making them comprehend our wishes, a vast quantity of brown celery and scurvy grass, with a canoe-load of fresh fish and some dried.|3|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The celery was a treat indeed, and the scurvy grass proved of incalculable benefit in restoring those of our men who had shown symptoms of disease.|4|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
In a very short time we had not a single person on the sick-list.|5|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We had also plenty of other kinds of fresh provisions, among which may be mentioned a species of shellfish resembling the mussel in shape, but with the taste of an oyster.|6|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Shrimps, too, and prawns were abundant, and albatross and other birds' eggs with dark shells.|7|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We took in, too, a plentiful stock of the flesh of the hog which I have mentioned before.|8|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Most of the men found it a palpatable food, but I thought it fishy and otherwise disagreeable.|9|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
In return for these good things we presented the natives with blue beads, brass trinkets, nails, knives, and pieces of red cloth, they being fully delighted in the exchange.|10|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We established a regular market on shore, just under the guns of the schooner, where our barterings were carried on with every appearance of good faith, and a degree of order which their conduct at the village of Klock-klock had not led us to expect from the savages.|11|255|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Matters went on thus very amicably for several days, during which parties of the natives were frequently on board the schooner, and parties of our men frequently on shore, making long excursions into the interior, and receiving no molestation whatever.|0|256|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Finding the ease with which the vessel might be loaded with biche de mer, owing to the friendly disposition of the islanders, and the readiness with which they would render us assistance in collecting it, Captain Guy resolved to enter into negotiations with Too-wit for the erection of suitable houses in which to cure the article, and for the services of himself and tribe in gathering as much as possible, while he himself took advantage of the fine weather to prosecute his voyage to the southward.|1|256|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Upon mentioning this project to the chief he seemed very willing to enter into an agreement.|2|256|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
A bargain was accordingly struck, perfectly satisfactory to both parties, by which it was arranged that, after making the necessary preparations, such as laying off the proper grounds, erecting a portion of the buildings, and doing some other work in which the whole of our crew would be required, the schooner should proceed on her route, leaving three of her men on the island to superintend the fulfilment of the project, and instruct the natives in drying the biche de mer.|3|256|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
In regard to terms, these were made to depend upon the exertions of the savages in our absence.|4|256|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
They were to receive a stipulated quantity of blue beads, knives, red cloth, and so forth, for every certain number of piculs of the biche de mer which should be ready on our return.|5|256|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
A description of the nature of this important article of commerce, and the method of preparing it, may prove of some interest to my readers, and I can find no more suitable place than this for introducing an account of it.|0|257|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The following comprehensive notice of the substance is taken from a modern history of a voyage to the South Seas.|1|257|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
"""It is that mollusca from the Indian Seas which is known to commerce by the French name bouche de mer (a nice morsel from the sea)."|0|258|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
If I am not much mistaken, the celebrated Cuvier calls it gasteropeda pulmonifera.|1|258|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
It is abundantly gathered in the coasts of the Pacific islands, and gathered especially for the Chinese market, where it commands a great price, perhaps as much as their much-talked-of edible birds' nests, which are properly made up of the gelatinous matter picked up by a species of swallow from the body of these molluscae.|2|258|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
They have no shell, no legs, nor any prominent part, except an absorbing and an excretory, opposite organs; but, by their elastic wings, like caterpillars or worms, they creep in shallow waters, in which, when low, they can be seen by a kind of swallow, the sharp bill of which, inserted in the soft animal, draws a gummy and filamentous substance, which, by drying, can be wrought into the solid walls of their nest.|3|258|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Hence the name of gasteropeda pulmonifera.|4|258|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
"""This mollusca is oblong, and of different sizes, from three to eighteen inches in length; and I have seen a few that were not less than two feet long."|0|259|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
They were nearly round, a little flattish on one side, which lies next to the bottom of the sea; and they are from one to eight inches thick.|1|259|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
They crawl up into shallow water at particular seasons of the year, probably for the purpose of gendering, as we often find them in pairs.|2|259|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
It is when the sun has the most power on the water, rendering it tepid, that they approach the shore; and they often go up into places so shallow that, on the tide's receding, they are left dry, exposed to the beat of the sun.|3|259|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
But they do not bring forth their young in shallow water, as we never see any of their progeny, and full-grown ones are always observed coming in from deep water.|4|259|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
They feed principally on that class of zoophytes which produce the coral.|5|259|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
"""The biche de mer is generally taken in three or four feet of water; after which they are brought on shore, and split at one end with a knife, the incision being one inch or more, according to the size of the mollusca."|0|260|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Through this opening the entrails are forced out by pressure, and they are much like those of any other small tenant of the deep.|1|260|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The article is then washed, and afterward boiled to a certain degree, which must not be too much or too little.|2|260|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
They are then buried in the ground for four hours, then boiled again for a short time, after which they are dried, either by the fire or the sun.|3|260|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Those cured by the sun are worth the most; but where one picul (133 1/3 lbs.|4|260|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
) can be cured that way, I can cure thirty piculs by the fire.|5|260|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
When once properly cured, they can be kept in a dry place for two or three years without any risk; but they should be examined once in every few months, say four times a year, to see if any dampness is likely to affect them.|6|260|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
"""The Chinese, as before stated, consider biche de mer a very great luxury, believing that it wonderfully strengthens and nourishes the system, and renews the exhausted system of the immoderate voluptuary."|0|261|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
"The first quality commands a high price in Canton, being worth ninety dollars a picul; the second quality, seventy-five dollars; the third, fifty dollars; the fourth, thirty dollars; the fifth, twenty dollars; the sixth, twelve dollars; the seventh, eight dollars; and the eighth, four dollars; small cargoes, however, will often bring more in Manilla, Singapore, and Batavia""."|1|261|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
An agreement having been thus entered into, we proceeded immediately to land everything necessary for preparing the buildings and clearing the ground.|0|262|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
A large flat space near the eastern shore of the bay was selected, where there was plenty of both wood and water, and within a convenient distance of the principal reefs on which the biche de mer was to be procured.|1|262|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We now all set to work in good earnest, and soon, to the great astonishment of the savages, had felled a sufficient number of trees for our purpose, getting them quickly in order for the framework of the houses, which in two or three days were so far under way that we could safely trust the rest of the work to the three men whom we intended to leave behind.|2|262|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
These I believe), who volunteered their services in this respect.|3|262|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
By the last of the month we had everything in readiness for departure.|0|263|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We had agreed, however, to pay a formal visit of leave-taking to the village, and Too-wit insisted so pertinaciously upon our keeping the promise that we did not think it advisable to run the risk of offending him by a final refusal.|1|263|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I believe that not one of us had at this time the slightest suspicion of the good faith of the savages.|2|263|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
They had uniformly behaved with the greatest decorum, aiding us with alacrity in our work, offering us their commodities, frequently without price, and never, in any instance, pilfering a single article, although the high value they set upon the goods we had with us was evident by the extravagant demonstrations of joy always manifested upon our making them a present.|3|263|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The women especially were most obliging in every respect, and, upon the whole, we should have been the most suspicious of human beings had we entertained a single thought of perfidy on the part of a people who treated us so well.|4|263|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
A very short while sufficed to prove that this apparent kindness of disposition was only the result of a deeply laid plan for our destruction, and that the islanders for whom we entertained such inordinate feelings of esteem, were among the most barbarous, subtle, and bloodthirsty wretches that ever contaminated the face of the globe.|5|263|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
It was on the first of February that we went on shore for the purpose of visiting the village.|0|264|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Although, as said before, we entertained not the slightest suspicion, still no proper precaution was neglected.|1|264|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Six men were left in the schooner, with instructions to permit none of the savages to approach the vessel during our absence, under any pretence whatever, and to remain constantly on deck.|2|264|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The boarding-nettings were up, the guns double-shotted with grape and canister, and the swivels loaded with canisters of musket-balls.|3|264|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
She lay, with her anchor apeak, about a mile from the shore, and no canoe could approach her in any direction without being distinctly seen and exposed to the full fire of our swivels immediately.|4|264|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The six men being left on board, our shore-party consisted of thirty.|0|265|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
two persons in all.|1|265|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We were armed to the teeth, having with us muskets, pistols, and cutlasses; besides, each had a long kind of seaman's knife, somewhat resembling the bowie knife now so much used throughout our western and southern country.|2|265|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
A hundred of the black skin warriors met us at the landing for the purpose of accompanying us on our way.|3|265|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We noticed, however, with some surprise, that they were now entirely without arms; and, upon questioning Too-wit in relation to this circumstance, he merely answered that Mattee non we pa pa si–meaning that there was no need of arms where all were brothers.|4|265|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We took this in good part, and proceeded.|5|265|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We had passed the spring and rivulet of which I before spoke, and were now entering upon a narrow gorge leading through the chain of soapstone hills among which the village was situated.|0|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
This gorge was very rocky and uneven, so much so that it was with no little difficulty we scrambled through it on our first visit to Klock-klock.|1|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The whole length of the ravine might have been a mile and a half, or probably two miles.|2|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
It wound in every possible direction through the hills (having apparently formed, at some remote period, the bed of a torrent), in no instance proceeding more than twenty yards without an abrupt turn.|3|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The sides of this dell would have averaged, I am sure, seventy or eighty feet in perpendicular altitude throughout the whole of their extent, and in some portions they arose to an astonishing height, overshadowing the pass so completely that but little of the light of day could penetrate.|4|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The general width was about forty feet, and occasionally it diminished so as not to allow the passage of more than five or six persons abreast.|5|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
In short, there could be no place in the world better adapted for the consummation of an ambuscade, and it was no more than natural that we should look carefully to our arms as we entered upon it.|6|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
When I now think of our egregious folly, the chief subject of astonishment seems to be, that we should have ever ventured, under any circumstances, so completely into the power of unknown savages as to permit them to march both before and behind us in our progress through this ravine.|7|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Yet such was the order we blindly took up, trusting foolishly to the force of our party, the unarmed condition of Too-wit and his men, the certain efficacy of our firearms (whose effect was yet a secret to the natives), and, more than all, to the long-sustained pretension of friendship kept up by these infamous wretches.|8|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Five or six of them went on before, as if to lead the way, ostentatiously busying themselves in removing the larger stones and rubbish from the path.|9|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Next came our own party.|10|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We walked closely together, taking care only to prevent separation.|11|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Behind followed the main body of the savages, observing unusual order and decorum.|12|266|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Dirk Peters, a man named Wilson Allan, and myself were on the right of our companions, examining, as we went along, the singular stratification of the precipice which overhung us.|0|267|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
A fissure in the soft rock attracted our attention.|1|267|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
It was about wide enough for one person to enter without squeezing, and extended back into the hill some eighteen or twenty feet in a straight course, sloping afterward to the left.|2|267|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The height of the opening, is far as we could see into it from the main gorge, was perhaps sixty or seventy feet.|3|267|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
There were one or two stunted shrubs growing from the crevices, bearing a species of filbert which I felt some curiosity to examine, and pushed in briskly for that purpose, gathering five or six of the nuts at a grasp, and then hastily retreating.|4|267|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
As I turned, I found that Peters and Allan had followed me.|5|267|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I desired them to go back, as there was not room for two persons to pass, saying they should have some of my nuts.|6|267|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
They accordingly turned, and were scrambling back, Allan being close to the mouth of the fissure, when I was suddenly aware of a concussion resembling nothing I had ever before experienced, and which impressed me with a vague conception, if indeed I then thought of anything, that the whole foundations of the solid globe were suddenly rent asunder, and that the day of universal dissolution was at hand.|7|267|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
As soon as I could collect my scattered senses, I found myself nearly suffocated, and grovelling in utter darkness among a quantity of loose earth, which was also falling upon me heavily in every direction, threatening to bury me entirely.|0|268|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Horribly alarmed at this idea, I struggled to gain my feet, and at last succeeded.|1|268|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I then remained motionless for some moments, endeavouring to conceive what had happened to me, and where I was.|2|268|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Presently I heard a deep groan just at my ear, and afterward the smothered voice of Peters calling to me for aid in the name of God.|3|268|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I scrambled one or two paces forward, when I fell directly over the head and shoulders of my companion, who, I soon discovered, was buried in a loose mass of earth as far as his middle, and struggling desperately to free himself from the pressure.|4|268|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I tore the dirt from around him with all the energy I could command, and at length succeeded in getting him out.|5|268|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
As soon as we sufficiently recovered from our fright and surprise to be capable of conversing rationally, we both came to the conclusion that the walls of the fissure in which we had ventured had, by some convulsion of nature, or probably from their own weight, caved in overhead, and that we were consequently lost for ever, being thus entombed alive.|0|269|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
For a long time we gave up supinely to the most intense agony and despair, such as cannot be adequately imagined by those who have never been in a similar position.|1|269|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I firmly believed that no incident ever occurring in the course of human events is more adapted to inspire the supremeness of mental and bodily distress than a case like our own, of living inhumation.|2|269|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The blackness of darkness which envelops the victim, the terrific oppression of lungs, the stifling fumes from the damp earth, unite with the ghastly considerations that we are beyond the remotest confines of hope, and that such is the allotted portion of the dead, to carry into the human heart a degree of appalling awe and horror not to be tolerated–never to be conceived.|3|269|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
At length Peters proposed that we should endeavour to ascertain precisely the extent of our calamity, and grope about our prison; it being barely possible, he observed, that some opening might yet be left us for escape.|0|270|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I caught eagerly at this hope, and, arousing myself to exertion, attempted to force my way through the loose earth.|1|270|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Hardly had I advanced a single step before a glimmer of light became perceptible, enough to convince me that, at all events, we should not immediately perish for want of air.|2|270|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We now took some degree of heart, and encouraged each other to hope for the best.|3|270|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Having scrambled over a bank of rubbish which impeded our farther progress in the direction of the light, we found less difficulty in advancing and also experienced some relief from the excessive oppression of lungs which had tormented us.|4|270|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Presently we were enabled to obtain a glimpse of the objects around, and discovered that we were near the extremity of the straight portion of the fissure, where it made a turn to the left.|5|270|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
A few struggles more, and we reached the bend, when to our inexpressible joy, there appeared a long seam or crack extending upward a vast distance, generally at an angle of about forty-five degrees, although sometimes much more precipitous.|6|270|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We could not see through the whole extent of this opening; but, as a good deal of light came down it, we had little doubt of finding at the top of it (if we could by any means reach the top) a clear passage into the open air.|7|270|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I now called to mind that three of us had entered the fissure from the main gorge, and that our companion, Allan, was still missing; we determined at once to retrace our steps and look for him.|0|271|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
After a long search, and much danger from the farther caving in of the earth above us, Peters at length cried out to me that he had hold of our companion's foot, and that his whole body was deeply buried beneath the rubbish beyond the possibility of extricating him.|1|271|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I soon found that what he said was too true, and that, of course, life had been long extinct.|2|271|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
With sorrowful hearts, therefore, we left the corpse to its fate, and again made our way to the bend.|3|271|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The breadth of the seam was barely sufficient to admit us, and, after one or two ineffectual efforts at getting up, we began once more to despair.|0|272|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I have before said that the chain of hills through which ran the main gorge was composed of a species of soft rock resembling soap.|1|272|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
stone.|2|272|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The sides of the cleft we were now attempting to ascend were of the same material, and so excessively slippery, being wet, that we could get but little foothold upon them even in their least precipitous parts; in some places, where the ascent was nearly perpendicular, the difficulty was, of course, much aggravated; and, indeed, for some time we thought insurmountable.|3|272|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
We took courage, however, from despair, and what, by dint of cutting steps in the soft stone with our bowie knives, and swinging at the risk of our lives, to small projecting points of a harder species of slaty rock which now and then protruded from the general mass, we at length reached a natural platform, from which was perceptible a patch of blue sky, at the extremity of a thickly-wooded ravine.|4|272|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Looking back now, with somewhat more leisure, at the passage through which we had thus far proceeded, we clearly saw from the appearance of its sides, that it was of late formation, and we concluded that the concussion, whatever it was, which had so unexpectedly overwhelmed us, had also, at the same moment, laid open this path for escape.|5|272|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Being quite exhausted with exertion, and indeed, so weak that we were scarcely able to stand or articulate, Peters now proposed that we should endeavour to bring our companions to the rescue by firing the pistols which still remained in our girdles–the muskets as well as cutlasses had been lost among the loose earth at the bottom of the chasm.|6|272|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Subsequent events proved that, had we fired, we should have sorely repented it, but luckily a half suspicion of foul play had by this time arisen in my mind, and we forbore to let the savages know of our whereabouts.|7|272|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
After having reposed for about an hour, we pushed on slowly up the ravine, and had gone no great way before we heard a succession of tremendous yells.|0|273|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
At length we reached what might be called the surface of the ground; for our path hitherto, since leaving the platform, had lain beneath an archway of high rock and foliage, at a vast distance overhead.|1|273|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
With great caution we stole to a narrow opening, through which we had a clear sight of the surrounding country, when the whole dreadful secret of the concussion broke upon us in one moment and at one view.|2|273|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The spot from which we looked was not far from the summit of the highest peak in the range of the soapstone hills.|0|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The gorge in which our party of thirty-two had entered ran within fifty feet to the left of us.|1|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
But, for at least one hundred yards, the channel or bed of this gorge was entirely filled up with the chaotic ruins of more than a million tons of earth and stone that had been artificially tumbled within it.|2|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
The means by which the vast mass had been precipitated were not more simple than evident, for sure traces of the murderous work were yet remaining.|3|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
In several spots along the top of the eastern side of the gorge (we were now on the western) might be seen stakes of wood driven into the earth.|4|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
In these spots the earth had not given way, but throughout the whole extent of the face of the precipice from which the mass had fAllan, it was clear, from marks left in the soil resembling those made by the drill of the rock blaster, that stakes similar to those we saw standing had been inserted, at not more than a yard apart, for the length of perhaps three hundred feet, and ranging at about ten feet back from the edge of the gulf.|5|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
Strong cords of grape vine were attached to the stakes still remaining on the hill, and it was evident that such cords had also been attached to each of the other stakes.|6|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
I have already spoken of the singular stratification of these soapstone hills; and the description just given of the narrow and deep fissure through which we effected our escape from inhumation will afford a further conception of its nature.|7|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
This was such that almost every natural convulsion would be sure to split the soil into perpendicular layers or ridges running parallel with one another, and a very moderate exertion of art would be sufficient for effecting the same purpose.|8|274|The Narrative Of Arthur Gordon Pym Of Nantucket|February 1837|Adventure / Hoax
